Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Luxembourg,Participating in social networks,2015,68.2761,45,55,Services and Communications,5
Luxembourg,Taking part in online consultations or voting to define civic or political issues,2015,17.6878,54,55,Services and Communications,5
Malaysia,Sending e-mails with attached files,2015,37.9975,50,58,Services and Communications,5
Malaysia,Making calls using VoIP or messaging app,2015,30.1321,42,58,Services and Communications,5
Malaysia,Participating in social networks,2015,59.9071,45,58,Services and Communications,5
Malaysia,Taking part in online consultations or voting to define civic or political issues,2015,1.13592,54,58,Services and Communications,5
Malta,Making calls using VoIP or messaging app,2015,33.9068,42,59,Services and Communications,5
Malta,Participating in social networks,2015,59.1726,45,59,Services and Communications,5
Malta,Taking part in online consultations or voting to define civic or political issues,2015,12.1538,54,59,Services and Communications,5
Mexico,Making calls using VoIP or messaging app,2015,19.2201,42,61,Services and Communications,5
Mexico,Participating in social networks,2015,41.0758,45,61,Services and Communications,5
Montenegro,Making calls using VoIP or messaging app,2015,51.2034,42,64,Services and Communications,5
Montenegro,Participating in social networks,2015,51.7954,45,64,Services and Communications,5
Morocco,Sending e-mails with attached files,2015,25.5,50,65,Services and Communications,5
Morocco,Participating in social networks,2015,46.8627,45,65,Services and Communications,5
Morocco,Taking part in online consultations or voting to define civic or political issues,2015,1.25576,54,65,Services and Communications,5
Netherlands,Making calls using VoIP or messaging app,2015,30.8189,42,66,Services and Communications,5
Netherlands,Participating in social networks,2015,58.4571,45,66,Services and Communications,5
North Macedonia,Making calls using VoIP or messaging app,2015,50.8499,42,67,Services and Communications,5
North Macedonia,Participating in social networks,2015,58.8478,45,67,Services and Communications,5
Norway,Making calls using VoIP or messaging app,2015,44.7081,42,68,Services and Communications,5
Norway,Participating in social networks,2015,73.2163,45,68,Services and Communications,5
Norway,Taking part in online consultations or voting to define civic or political issues,2015,8.46101,54,68,Services and Communications,5
Paraguay,Making calls using VoIP or messaging app,2015,16.4479,42,70,Services and Communications,5
Paraguay,Participating in social networks,2015,46.5784,45,70,Services and Communications,5
Poland,Making calls using VoIP or messaging app,2015,27.6114,42,72,Services and Communications,5
Poland,Participating in social networks,2015,41.3953,45,72,Services and Communications,5
Poland,Taking part in online consultations or voting to define civic or political issues,2015,2.4311,54,72,Services and Communications,5
Portugal,Making calls using VoIP or messaging app,2015,25.644,42,73,Services and Communications,5
Portugal,Participating in social networks,2015,48.0594,45,73,Services and Communications,5
Portugal,Taking part in online consultations or voting to define civic or political issues,2015,9.8798,54,73,Services and Communications,5
Qatar,Sending e-mails with attached files,2015,56.0357,50,75,Services and Communications,5
Qatar,Making calls using VoIP or messaging app,2015,56.4269,42,75,Services and Communications,5
Qatar,Participating in social networks,2015,53.4215,45,75,Services and Communications,5
Qatar,Taking part in online consultations or voting to define civic or political issues,2015,10.4654,54,75,Services and Communications,5
Romania,Making calls using VoIP or messaging app,2015,23.5532,42,76,Services and Communications,5
Romania,Participating in social networks,2015,43.6435,45,76,Services and Communications,5
Romania,Taking part in online consultations or voting to define civic or political issues,2015,2.0661,54,76,Services and Communications,5
Russian Federation,Sending e-mails with attached files,2015,29.2025,50,77,Services and Communications,5
Russian Federation,Making calls using VoIP or messaging app,2015,28.9226,42,77,Services and Communications,5
Russian Federation,Participating in social networks,2015,52.3181,45,77,Services and Communications,5
Russian Federation,Taking part in online consultations or voting to define civic or political issues,2015,2.30218,54,77,Services and Communications,5
Serbia,Making calls using VoIP or messaging app,2015,34.3428,42,79,Services and Communications,5
Serbia,Participating in social networks,2015,49.3232,45,79,Services and Communications,5
Serbia,Taking part in online consultations or voting to define civic or political issues,2015,3.8811,54,79,Services and Communications,5
Singapore,Sending e-mails with attached files,2015,55.6188,50,80,Services and Communications,5
Slovakia,Sending e-mails with attached files,2015,66.9549,50,81,Services and Communications,5
Slovakia,Making calls using VoIP or messaging app,2015,42.3191,42,81,Services and Communications,5
Slovakia,Participating in social networks,2015,53.6374,45,81,Services and Communications,5
Slovakia,Taking part in online consultations or voting to define civic or political issues,2015,1.69669,54,81,Services and Communications,5
Slovenia,Making calls using VoIP or messaging app,2015,26.3498,42,82,Services and Communications,5
Slovenia,Participating in social networks,2015,37.3724,45,82,Services and Communications,5
Slovenia,Taking part in online consultations or voting to define civic or political issues,2015,4.65158,54,82,Services and Communications,5
Spain,Making calls using VoIP or messaging app,2015,22.5491,42,83,Services and Communications,5
Spain,Participating in social networks,2015,50.9339,45,83,Services and Communications,5
Spain,Taking part in online consultations or voting to define civic or political issues,2015,9.7641,54,83,Services and Communications,5
Sweden,Making calls using VoIP or messaging app,2015,39.1988,42,86,Services and Communications,5
Sweden,Participating in social networks,2015,62.4758,45,86,Services and Communications,5
Sweden,Taking part in online consultations or voting to define civic or political issues,2015,11.9063,54,86,Services and Communications,5
Switzerland,Making calls using VoIP or messaging app,2015,43.6253,42,87,Services and Communications,5
Switzerland,Participating in social networks,2015,58.6596,45,87,Services and Communications,5
Thailand,Making calls using VoIP or messaging app,2015,10.1647,42,89,Services and Communications,5
Thailand,Participating in social networks,2015,34.8287,45,89,Services and Communications,5
Ukraine,Making calls using VoIP or messaging app,2015,21.8968,42,91,Services and Communications,5
Ukraine,Participating in social networks,2015,24.6324,45,91,Services and Communications,5
United Kingdom,Making calls using VoIP or messaging app,2015,39.4484,42,93,Services and Communications,5
United Kingdom,Participating in social networks,2015,65.6565,45,93,Services and Communications,5
Bosnia and Herzegovina,Desktop computer,2016,47.952,16,11,Device,0
Bosnia and Herzegovina,Laptop computer,2016,29.5551,41,11,Device,0
Brazil,Desktop computer,2016,21.9952,16,12,Device,0
Brazil,Laptop computer,2016,28.9697,41,12,Device,0
Brazil,Tablet,2016,17.4023,53,12,Device,0
Cabo Verde,Desktop computer,2016,31.1699,16,15,Device,0
Cabo Verde,Tablet,2016,17.0917,53,15,Device,0
Colombia,Desktop computer,2016,23.5755,16,19,Device,0
Colombia,Laptop computer,2016,27.2139,41,19,Device,0
Colombia,Tablet,2016,15.4189,53,19,Device,0
Costa Rica,Desktop computer,2016,19.6195,16,20,Device,0
Costa Rica,Laptop computer,2016,38.1611,41,20,Device,0
Costa Rica,Tablet,2016,24.2298,53,20,Device,0
Cyprus,Desktop computer,2016,20.5298,16,23,Device,0
Cyprus,Laptop computer,2016,62.6017,41,23,Device,0
Cyprus,Tablet,2016,40.3436,53,23,Device,0
Czech Republic,Desktop computer,2016,40.3765,16,24,Device,0
Czech Republic,Laptop computer,2016,54.8062,41,24,Device,0
Czech Republic,Tablet,2016,20.2395,53,24,Device,0
Egypt,Desktop computer,2016,52.8401,16,29,Device,0
Egypt,Laptop computer,2016,11.6771,41,29,Device,0
Egypt,Tablet,2016,2.09093,53,29,Device,0
"Hong Kong, China",Desktop computer,2016,55.1588,16,37,Device,0
"Hong Kong, China",Laptop computer,2016,47.4984,41,37,Device,0
"Hong Kong, China",Tablet,2016,43.8876,53,37,Device,0
Israel,Tablet,2016,40.6599,53,44,Device,0
Jamaica,Desktop computer,2016,7.43968,16,46,Device,0
Jamaica,Laptop computer,2016,23.027,41,46,Device,0
Jamaica,Tablet,2016,14.6265,53,46,Device,0
Japan,Tablet,2016,34.36,53,47,Device,0
Kazakhstan,Desktop computer,2016,57.9729,16,49,Device,0
Kazakhstan,Laptop computer,2016,44.6552,41,49,Device,0
Kazakhstan,Tablet,2016,32.0946,53,49,Device,0
Korea (Rep. of),Desktop computer,2016,64.5278,16,50,Device,0
Korea (Rep. of),Laptop computer,2016,26.9348,41,50,Device,0
Korea (Rep. of),Tablet,2016,7.71856,53,50,Device,0
"Macao, China",Desktop computer,2016,56.0254,16,56,Device,0
"Macao, China",Laptop computer,2016,45.2431,41,56,Device,0
"Macao, China",Tablet,2016,46.6173,53,56,Device,0
Mexico,Desktop computer,2016,15.4084,16,61,Device,0
Mexico,Laptop computer,2016,28.7264,41,61,Device,0
Mexico,Tablet,2016,23.8304,53,61,Device,0
Morocco,Desktop computer,2016,21.747,16,65,Device,0
Morocco,Laptop computer,2016,40.7026,41,65,Device,0
Morocco,Tablet,2016,26.0769,53,65,Device,0
Puerto Rico,Laptop computer,2016,46.6507,41,74,Device,0
Puerto Rico,Tablet,2016,30.7414,53,74,Device,0
Qatar,Desktop computer,2016,28.5859,16,75,Device,0
Qatar,Laptop computer,2016,80.1076,41,75,Device,0
Qatar,Tablet,2016,65.1819,53,75,Device,0
Saudi Arabia,Desktop computer,2016,14.3457,16,78,Device,0
Saudi Arabia,Laptop computer,2016,43.5262,41,78,Device,0
Saudi Arabia,Tablet,2016,21.3556,53,78,Device,0
Serbia,Desktop computer,2016,52.4875,16,79,Device,0
Serbia,Laptop computer,2016,38.2391,41,79,Device,0
Suriname,Desktop computer,2016,40.1105,16,85,Device,0
Thailand,Desktop computer,2016,15.9848,16,89,Device,0
Thailand,Laptop computer,2016,17.4805,41,89,Device,0
Thailand,Tablet,2016,10.8478,53,89,Device,0
Türkiye,Desktop computer,2016,22.9183,16,90,Device,0
Türkiye,Laptop computer,2016,36.3574,41,90,Device,0
Türkiye,Tablet,2016,29.649,53,90,Device,0
United Arab Emirates,Desktop computer,2016,19.11,16,92,Device,0
United Arab Emirates,Laptop computer,2016,71.617,41,92,Device,0
Brazil,Do not need the Internet,2016,40.4056,19,12,User Experience,3
Brazil,Cost of Internet use is too high,2016,35.6488,12,12,User Experience,3
Brazil,Privacy or security concerns,2016,33.1194,46,12,User Experience,3
Egypt,Do not need the Internet,2016,37.7857,19,29,User Experience,3
Egypt,Do not know how to use it,2016,53.4317,18,29,User Experience,3
Egypt,Cost of Internet use is too high,2016,9.94026,12,29,User Experience,3
Egypt,Privacy or security concerns,2016,0.0438969,46,29,User Experience,3
Egypt,Internet service is not available in the area,2016,3.96772,39,29,User Experience,3
Egypt,Don’t know what Internet is,2016,1.5715,21,29,User Experience,3
Egypt,Not allowed to use the Internet,2016,1.46634,44,29,User Experience,3
Egypt,Lack of local content,2016,0.388121,40,29,User Experience,3
Korea (Rep. of),Do not need the Internet,2016,85.046,19,50,User Experience,3
Korea (Rep. of),Do not know how to use it,2016,55.1475,18,50,User Experience,3
Korea (Rep. of),Cost of Internet use is too high,2016,17.6891,12,50,User Experience,3
Korea (Rep. of),Privacy or security concerns,2016,1.87812,46,50,User Experience,3
"Macao, China",Do not need the Internet,2016,30.9609,19,56,User Experience,3
"Macao, China",Do not know how to use it,2016,64.1459,18,56,User Experience,3
"Macao, China",Cost of Internet use is too high,2016,2.58007,12,56,User Experience,3
Mexico,Do not need the Internet,2016,15.0167,19,61,User Experience,3
Mexico,Do not know how to use it,2016,62.9698,18,61,User Experience,3
Morocco,Do not need the Internet,2016,58.3111,19,65,User Experience,3
Morocco,Do not know how to use it,2016,61.4222,18,65,User Experience,3
Morocco,Cost of Internet use is too high,2016,8.26667,12,65,User Experience,3
Morocco,Privacy or security concerns,2016,4.35556,46,65,User Experience,3
Morocco,Don’t know what Internet is,2016,5.6,21,65,User Experience,3
Morocco,Not allowed to use the Internet,2016,4.8,44,65,User Experience,3
Morocco,Lack of local content,2016,0.266668,40,65,User Experience,3
Poland,Do not need the Internet,2016,74.1699,19,72,User Experience,3
Poland,Do not know how to use it,2016,58.9522,18,72,User Experience,3
Poland,Cost of Internet use is too high,2016,12.4855,12,72,User Experience,3
Poland,Privacy or security concerns,2016,3.17422,46,72,User Experience,3
Russian Federation,Do not need the Internet,2016,61.1098,19,77,User Experience,3
Russian Federation,Do not know how to use it,2016,22.1708,18,77,User Experience,3
Russian Federation,Cost of Internet use is too high,2016,9.8395,12,77,User Experience,3
Russian Federation,Privacy or security concerns,2016,1.902,46,77,User Experience,3
Russian Federation,Internet service is not available in the area,2016,3.9364,39,77,User Experience,3
Moldova,Information and communication equipment,2016,5.38149,35,62,Information and Media,1
Moldova,Information and communication services,2016,90.5874,36,62,Information and Media,1
Austria,Creating electronic presentations with presentation software,2016,44.1132,15,3,Skills,2
Austria,Writing a computer program using a programming language,2016,6.10346,60,3,Skills,2
Austria,Digital content creation,2016,19.3251,17,3,Skills,2
Azerbaijan,Using copy and paste tools within a document,2016,57.3905,57,4,Skills,2
Azerbaijan,Using basic arithmetic formula in a spreadsheet,2016,18.7253,56,4,Skills,2
Azerbaijan,Creating electronic presentations with presentation software,2016,5.73798,15,4,Skills,2
Azerbaijan,Writing a computer program using a programming language,2016,0.604067,60,4,Skills,2
Bahrain,Using copy and paste tools within a document,2016,56.0,57,5,Skills,2
Bahrain,Using basic arithmetic formula in a spreadsheet,2016,49.0,56,5,Skills,2
Bahrain,Creating electronic presentations with presentation software,2016,52.0,15,5,Skills,2
Bahrain,Writing a computer program using a programming language,2016,14.0,60,5,Skills,2
Bahrain,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,20.6662,58,5,Skills,2
Bahrain,Digital content creation,2016,12.4614,17,5,Skills,2
Belgium,Using basic arithmetic formula in a spreadsheet,2016,44.1356,56,8,Skills,2
Belgium,Creating electronic presentations with presentation software,2016,34.4874,15,8,Skills,2
Belgium,Writing a computer program using a programming language,2016,5.08215,60,8,Skills,2
Belgium,Digital content creation,2016,25.1776,17,8,Skills,2
Brazil,Using copy and paste tools within a document,2016,21.1873,57,12,Skills,2
Brazil,Using basic arithmetic formula in a spreadsheet,2016,13.2703,56,12,Skills,2
Brazil,Creating electronic presentations with presentation software,2016,11.6513,15,12,Skills,2
Brazil,Writing a computer program using a programming language,2016,3.34111,60,12,Skills,2
Brazil,Digital content creation,2016,23.3838,17,12,Skills,2
Brunei Darussalam,Using copy and paste tools within a document,2016,68.0,57,13,Skills,2
Brunei Darussalam,Using basic arithmetic formula in a spreadsheet,2016,25.0,56,13,Skills,2
Brunei Darussalam,Creating electronic presentations with presentation software,2016,34.0,15,13,Skills,2
Bulgaria,Creating electronic presentations with presentation software,2016,13.9578,15,14,Skills,2
Bulgaria,Writing a computer program using a programming language,2016,1.04047,60,14,Skills,2
Bulgaria,Digital content creation,2016,21.013,17,14,Skills,2
Colombia,Using copy and paste tools within a document,2016,37.5262,57,19,Skills,2
Colombia,Using basic arithmetic formula in a spreadsheet,2016,26.9267,56,19,Skills,2
Colombia,Creating electronic presentations with presentation software,2016,28.8084,15,19,Skills,2
Croatia,Using copy and paste tools within a document,2016,56.4885,57,21,Skills,2
Croatia,Using basic arithmetic formula in a spreadsheet,2016,47.7896,56,21,Skills,2
Croatia,Creating electronic presentations with presentation software,2016,41.1481,15,21,Skills,2
Croatia,Writing a computer program using a programming language,2016,7.08264,60,21,Skills,2
Croatia,Digital content creation,2016,19.0218,17,21,Skills,2
Cyprus,Using basic arithmetic formula in a spreadsheet,2016,21.3286,56,23,Skills,2
Cyprus,Creating electronic presentations with presentation software,2016,25.5502,15,23,Skills,2
Cyprus,Writing a computer program using a programming language,2016,2.85351,60,23,Skills,2
Cyprus,Digital content creation,2016,45.7631,17,23,Skills,2
Czech Republic,Digital content creation,2016,30.554,17,24,Skills,2
Côte d'Ivoire,Using copy and paste tools within a document,2016,10.5433,57,25,Skills,2
Côte d'Ivoire,Using basic arithmetic formula in a spreadsheet,2016,2.36056,56,25,Skills,2
Côte d'Ivoire,Creating electronic presentations with presentation software,2016,1.90687,15,25,Skills,2
Denmark,Using basic arithmetic formula in a spreadsheet,2016,59.5642,56,26,Skills,2
Denmark,Creating electronic presentations with presentation software,2016,59.5642,15,26,Skills,2
Denmark,Writing a computer program using a programming language,2016,14.2311,60,26,Skills,2
Denmark,Digital content creation,2016,42.2305,17,26,Skills,2
Egypt,Using copy and paste tools within a document,2016,40.8319,57,29,Skills,2
Egypt,Using basic arithmetic formula in a spreadsheet,2016,10.8033,56,29,Skills,2
Egypt,Creating electronic presentations with presentation software,2016,6.2761,15,29,Skills,2
Egypt,Writing a computer program using a programming language,2016,3.7388,60,29,Skills,2
Egypt,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,0.0919363,58,29,Skills,2
Egypt,Digital content creation,2016,0.332352,17,29,Skills,2
Estonia,Using copy and paste tools within a document,2016,55.4551,57,31,Skills,2
Estonia,Using basic arithmetic formula in a spreadsheet,2016,44.3682,56,31,Skills,2
Estonia,Creating electronic presentations with presentation software,2016,33.7594,15,31,Skills,2
Estonia,Writing a computer program using a programming language,2016,6.93059,60,31,Skills,2
Estonia,Digital content creation,2016,29.0212,17,31,Skills,2
Finland,Using basic arithmetic formula in a spreadsheet,2016,47.3534,56,32,Skills,2
Finland,Creating electronic presentations with presentation software,2016,41.6408,15,32,Skills,2
Finland,Writing a computer program using a programming language,2016,8.28498,60,32,Skills,2
France,Creating electronic presentations with presentation software,2016,32.1132,15,33,Skills,2
France,Writing a computer program using a programming language,2016,4.56415,60,33,Skills,2
Georgia,Using copy and paste tools within a document,2016,38.2893,57,34,Skills,2
Georgia,Using basic arithmetic formula in a spreadsheet,2016,13.5722,56,34,Skills,2
Georgia,Creating electronic presentations with presentation software,2016,12.9193,15,34,Skills,2
Georgia,Writing a computer program using a programming language,2016,1.63018,60,34,Skills,2
Germany,Using copy and paste tools within a document,2016,56.035,57,35,Skills,2
Germany,Using basic arithmetic formula in a spreadsheet,2016,33.1174,56,35,Skills,2
Germany,Creating electronic presentations with presentation software,2016,36.3186,15,35,Skills,2
Germany,Writing a computer program using a programming language,2016,5.20175,60,35,Skills,2
Germany,Digital content creation,2016,17.5009,17,35,Skills,2
Greece,Using copy and paste tools within a document,2016,51.8057,57,36,Skills,2
Greece,Using basic arithmetic formula in a spreadsheet,2016,40.6881,56,36,Skills,2
Greece,Creating electronic presentations with presentation software,2016,26.676,15,36,Skills,2
Greece,Writing a computer program using a programming language,2016,8.84555,60,36,Skills,2
Hungary,Using copy and paste tools within a document,2016,52.5837,57,38,Skills,2
Hungary,Creating electronic presentations with presentation software,2016,26.1901,15,38,Skills,2
Hungary,Writing a computer program using a programming language,2016,3.43037,60,38,Skills,2
Hungary,Digital content creation,2016,37.2015,17,38,Skills,2
Indonesia,Using basic arithmetic formula in a spreadsheet,2016,25.0363,56,40,Skills,2
Indonesia,Creating electronic presentations with presentation software,2016,30.0435,15,40,Skills,2
Italy,Using copy and paste tools within a document,2016,42.0396,57,45,Skills,2
Italy,Using basic arithmetic formula in a spreadsheet,2016,30.7045,56,45,Skills,2
Italy,Creating electronic presentations with presentation software,2016,30.9809,15,45,Skills,2
Italy,Writing a computer program using a programming language,2016,4.3462,60,45,Skills,2
Italy,Digital content creation,2016,19.8927,17,45,Skills,2
Jamaica,Using copy and paste tools within a document,2016,13.9708,57,46,Skills,2
Jamaica,Using basic arithmetic formula in a spreadsheet,2016,5.28856,56,46,Skills,2
Jamaica,Creating electronic presentations with presentation software,2016,3.12203,15,46,Skills,2
Jamaica,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,4.88431,58,46,Skills,2
Japan,Digital content creation,2016,49.6705,17,47,Skills,2
Kazakhstan,Using copy and paste tools within a document,2016,13.2241,57,49,Skills,2
Kazakhstan,Using basic arithmetic formula in a spreadsheet,2016,32.899,56,49,Skills,2
Kazakhstan,Creating electronic presentations with presentation software,2016,16.3089,15,49,Skills,2
Kazakhstan,Writing a computer program using a programming language,2016,4.29728,60,49,Skills,2
Kazakhstan,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,2.97713,58,49,Skills,2
Kazakhstan,Digital content creation,2016,3.12072,17,49,Skills,2
Korea (Rep. of),Using basic arithmetic formula in a spreadsheet,2016,60.6062,56,50,Skills,2
Korea (Rep. of),Writing a computer program using a programming language,2016,4.36763,60,50,Skills,2
Korea (Rep. of),"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,8.66638,58,50,Skills,2
Korea (Rep. of),Digital content creation,2016,46.5434,17,50,Skills,2
Latvia,Using basic arithmetic formula in a spreadsheet,2016,20.4171,56,52,Skills,2
Latvia,Creating electronic presentations with presentation software,2016,23.9265,15,52,Skills,2
Latvia,Writing a computer program using a programming language,2016,2.22907,60,52,Skills,2
Latvia,Digital content creation,2016,28.6968,17,52,Skills,2
Lithuania,Using copy and paste tools within a document,2016,44.9682,57,54,Skills,2
Lithuania,Using basic arithmetic formula in a spreadsheet,2016,38.6636,56,54,Skills,2
Lithuania,Creating electronic presentations with presentation software,2016,28.8367,15,54,Skills,2
Lithuania,Writing a computer program using a programming language,2016,3.98014,60,54,Skills,2
Lithuania,Digital content creation,2016,37.4585,17,54,Skills,2
Luxembourg,Using basic arithmetic formula in a spreadsheet,2016,68.2954,56,55,Skills,2
Luxembourg,Writing a computer program using a programming language,2016,10.9732,60,55,Skills,2
Malta,Using basic arithmetic formula in a spreadsheet,2016,35.1099,56,59,Skills,2
Malta,Creating electronic presentations with presentation software,2016,30.3626,15,59,Skills,2
Malta,Writing a computer program using a programming language,2016,6.63943,60,59,Skills,2
Malta,Digital content creation,2016,26.7366,17,59,Skills,2
Mexico,Using basic arithmetic formula in a spreadsheet,2016,25.5614,56,61,Skills,2
Mexico,Creating electronic presentations with presentation software,2016,31.0447,15,61,Skills,2
Montenegro,Creating electronic presentations with presentation software,2016,21.6983,15,64,Skills,2
Montenegro,Writing a computer program using a programming language,2016,1.70635,60,64,Skills,2
Morocco,Using copy and paste tools within a document,2016,44.2289,57,65,Skills,2
Morocco,Using basic arithmetic formula in a spreadsheet,2016,18.6735,56,65,Skills,2
Morocco,Creating electronic presentations with presentation software,2016,16.0826,15,65,Skills,2
Morocco,Writing a computer program using a programming language,2016,4.98318,60,65,Skills,2
Morocco,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,5.24441,58,65,Skills,2
Morocco,Digital content creation,2016,5.41922,17,65,Skills,2
Netherlands,Using copy and paste tools within a document,2016,70.5479,57,66,Skills,2
Netherlands,Using basic arithmetic formula in a spreadsheet,2016,50.6849,56,66,Skills,2
Netherlands,Creating electronic presentations with presentation software,2016,42.4658,15,66,Skills,2
Netherlands,Writing a computer program using a programming language,2016,8.21918,60,66,Skills,2
North Macedonia,Digital content creation,2016,18.8561,17,67,Skills,2
Norway,Using copy and paste tools within a document,2016,67.7678,57,68,Skills,2
Norway,Using basic arithmetic formula in a spreadsheet,2016,53.5551,56,68,Skills,2
Norway,Creating electronic presentations with presentation software,2016,49.4552,15,68,Skills,2
Norway,Writing a computer program using a programming language,2016,10.4691,60,68,Skills,2
Norway,Digital content creation,2016,26.9607,17,68,Skills,2
Poland,Using basic arithmetic formula in a spreadsheet,2016,27.8772,56,72,Skills,2
Poland,Creating electronic presentations with presentation software,2016,25.1564,15,72,Skills,2
Poland,Writing a computer program using a programming language,2016,2.60739,60,72,Skills,2
Poland,Digital content creation,2016,15.3081,17,72,Skills,2
Portugal,Using copy and paste tools within a document,2016,47.4921,57,73,Skills,2
Portugal,Using basic arithmetic formula in a spreadsheet,2016,35.7547,56,73,Skills,2
Portugal,Creating electronic presentations with presentation software,2016,34.3455,15,73,Skills,2
Portugal,Writing a computer program using a programming language,2016,6.45333,60,73,Skills,2
Portugal,Digital content creation,2016,40.3469,17,73,Skills,2
Qatar,Using copy and paste tools within a document,2016,36.1576,57,75,Skills,2
Qatar,Using basic arithmetic formula in a spreadsheet,2016,30.1032,56,75,Skills,2
Qatar,Creating electronic presentations with presentation software,2016,25.3628,15,75,Skills,2
Qatar,Writing a computer program using a programming language,2016,5.51035,60,75,Skills,2
Qatar,"Using software run over the Internet for editing text documents, spreadsheets or presentations",2016,7.21955,58,75,Skills,2
Qatar,Digital content creation,2016,10.019,17,75,Skills,2
Romania,Using copy and paste tools within a document,2016,20.6434,57,76,Skills,2
Romania,Using basic arithmetic formula in a spreadsheet,2016,12.6249,56,76,Skills,2
Romania,Creating electronic presentations with presentation software,2016,12.4581,15,76,Skills,2
Romania,Writing a computer program using a programming language,2016,1.40356,60,76,Skills,2
Russian Federation,Using basic arithmetic formula in a spreadsheet,2016,22.8833,56,77,Skills,2
Russian Federation,Creating electronic presentations with presentation software,2016,8.46288,15,77,Skills,2
Russian Federation,Writing a computer program using a programming language,2016,1.03793,60,77,Skills,2
Russian Federation,Digital content creation,2016,22.1061,17,77,Skills,2
Serbia,Using basic arithmetic formula in a spreadsheet,2016,29.1786,56,79,Skills,2
Serbia,Creating electronic presentations with presentation software,2016,24.917,15,79,Skills,2
Serbia,Writing a computer program using a programming language,2016,5.47964,60,79,Skills,2
Serbia,Digital content creation,2016,28.905,17,79,Skills,2
Singapore,Using copy and paste tools within a document,2016,50.9798,57,80,Skills,2
Singapore,Using basic arithmetic formula in a spreadsheet,2016,37.1022,56,80,Skills,2
Singapore,Creating electronic presentations with presentation software,2016,36.1525,15,80,Skills,2
Singapore,Writing a computer program using a programming language,2016,6.2906,60,80,Skills,2
Slovakia,Using basic arithmetic formula in a spreadsheet,2016,39.967,56,81,Skills,2
Slovakia,Creating electronic presentations with presentation software,2016,31.928,15,81,Skills,2
Slovakia,Writing a computer program using a programming language,2016,3.11341,60,81,Skills,2
Slovakia,Digital content creation,2016,17.3974,17,81,Skills,2
Slovenia,Using basic arithmetic formula in a spreadsheet,2016,42.1727,56,82,Skills,2
Slovenia,Creating electronic presentations with presentation software,2016,30.024,15,82,Skills,2
Slovenia,Writing a computer program using a programming language,2016,5.43292,60,82,Skills,2
Slovenia,Digital content creation,2016,24.8696,17,82,Skills,2
Spain,Creating electronic presentations with presentation software,2016,37.6817,15,83,Skills,2
Spain,Writing a computer program using a programming language,2016,6.38231,60,83,Skills,2
Spain,Digital content creation,2016,30.8965,17,83,Skills,2
Sweden,Using copy and paste tools within a document,2016,60.1072,57,86,Skills,2
Sweden,Using basic arithmetic formula in a spreadsheet,2016,42.7733,56,86,Skills,2
Sweden,Creating electronic presentations with presentation software,2016,32.9654,15,86,Skills,2
Sweden,Writing a computer program using a programming language,2016,9.27828,60,86,Skills,2
Sweden,Digital content creation,2016,29.226,17,86,Skills,2
Türkiye,Creating electronic presentations with presentation software,2016,23.5162,15,90,Skills,2
Türkiye,Writing a computer program using a programming language,2016,2.5334,60,90,Skills,2
Türkiye,Digital content creation,2016,27.4088,17,90,Skills,2
United Arab Emirates,Using copy and paste tools within a document,2016,60.6,57,92,Skills,2
United Arab Emirates,Using basic arithmetic formula in a spreadsheet,2016,34.5,56,92,Skills,2
United Arab Emirates,Creating electronic presentations with presentation software,2016,31.9,15,92,Skills,2
United Arab Emirates,Writing a computer program using a programming language,2016,11.1,60,92,Skills,2
United Kingdom,Using copy and paste tools within a document,2016,62.1466,57,93,Skills,2
United Kingdom,Using basic arithmetic formula in a spreadsheet,2016,47.3595,56,93,Skills,2
United Kingdom,Creating electronic presentations with presentation software,2016,47.1722,15,93,Skills,2
United Kingdom,Writing a computer program using a programming language,2016,8.4953,60,93,Skills,2
Bahrain,Do not need the Internet,2016,123.364,19,5,User Experience,3
Bahrain,Have access to the Internet elsewhere,2016,6.15723,24,5,User Experience,3
Bahrain,Cost of the equipment is too high,2016,12.3419,14,5,User Experience,3
Bahrain,Cost of service is too high,2016,6.15723,13,5,User Experience,3
Bahrain,Privacy or security concerns,2016,40.1045,46,5,User Experience,3
Belgium,Do not need the Internet,2016,41.8372,19,8,User Experience,3
Belgium,Have access to the Internet elsewhere,2016,10.9732,24,8,User Experience,3
Belgium,Cost of the equipment is too high,2016,24.6835,14,8,User Experience,3
Belgium,Cost of service is too high,2016,20.1221,13,8,User Experience,3
Belgium,Privacy or security concerns,2016,7.98851,46,8,User Experience,3
Bosnia and Herzegovina,Do not need the Internet,2016,45.5384,19,11,User Experience,3
Bosnia and Herzegovina,Have access to the Internet elsewhere,2016,0.648491,24,11,User Experience,3
Bosnia and Herzegovina,Cost of the equipment is too high,2016,16.1539,14,11,User Experience,3
Bosnia and Herzegovina,Cost of service is too high,2016,6.20321,13,11,User Experience,3
Bosnia and Herzegovina,Privacy or security concerns,2016,1.1056,46,11,User Experience,3
